1Amide,1Amine,2Amide,2Amine,3Amide,3Amine,Abraham AH,Abraham BH,Abraham L16,Abraham Pi,Abraham R2,Abraham Vx,Acid,Alcohol,Alkene,Amide,Amine,Anhydride,Anilines,Aromatic,Auto-Ignition,Avoidance,BP,CAS,Marker,Solvent Count,One (Hide),PP_X-Axis_CompField,PP_Y-Axis_CompField,FG_X-Axis_CompField,FG_Y-Axis_CompField,Hints and Tips,PCA2D_X-Axis_CompField,Hints,Carbonate,Chloro,Conformers TZVP-Fine,Conformers TZVP,DBIDRef TZVP-Fine,DBIDRef TZVP,Density,Dielectric,Dipole,ETN,Environmental Link,Environmental,Ester,Ether,Extension TZVP-Fine,Extension TZVP,ICH_X-Axis_CompField,VAP_X-Axis_CompField,Filename TZVP,Flammability Score,Flammability,Flash Point,Fluoro,Formula,General,Gutmann,Halogen,Hansen Disp,Hansen H-Bond,Hansen Polar,Health,Heat Capacity,Heteroaromatic Amines,Hildebrand,Hvap,Hydrocarbon,ICH Class,ICH Limit,ICH_Y-Axis_CompField,ID,Impact in Air,Impact in Water,In Ch I Key,In Ch I,Ketone/Aldehyde,LCA,MP,Miscibility,Mol. Wt.,Name,Nitrile,Nitro,Nitrogen Bases,Number of Records,Octant,Other,PC1,PC2,PC3,PC4,PC5,PCA2D_Y-Axis_CompField,PCA2D_mColor_CompField,Phosphorus Containing,Quadrant,Reactivity Literature,Reactivity,Refractive Index,Smiles,Silicone,Solubility of Water,Solvatochromic Alpha,Solvatochromic Beta,Solvatochromic Pi*,Static,Sulfide,Sulfite,Sulfone,Sulfoxide,Sulfur Containing,T-Rating,Urea,HEAT_X-Axis_CompField,VOC Potential,Vapour Pressure,Viscosity Score,Viscosity,log Pow
N,N,N,N,N,N,0,0.48,4.5,1.01,0.82,1.014,N,N,N,N,N,N,N,Y,571,N,201.6,98-86-2,,Solvent Count,1,1.0484,1.97867,1.0484,1.97867,Hints and Tips,1.0484,Hints and Tips,N,N,1,1,4,1,1.028,18.2,3.05,0.306,,,N,N,cosmo,cosmo,1.0484,31,acetophenone,1,Class IIIA,82,N,C8H8O,,15,N,9.6,1.8,4.2,,1648,N,10.6,263,N,,,1.97867,31,,,KWOLFJPFCHCOCG-UHFFFAOYSA-N,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",Y,,19.6,N,120.149,Acetophenone,N,N,N,1,0,N,1.0484,1.97867,-1.09144,4.02949,0.785961,1.97867,201.6,N,0,,,1.534,CC(=O)c1ccccc1,N,3.36,,0.49,0.9,,N,N,N,N,N,T1,N,31,1,0.2,1,1.839,1.63
N,N,N,N,N,N,,,,,,0.693,N,N,N,N,N,N,N,Y,316,N,161.7,98-01-1,,Solvent Count,1,-2.31872,0.0679379,-2.31872,0.0679379,Hints and Tips,-2.31872,Hints and Tips,N,N,2,2,4,1,1.15,,3.6,,,,N,N,cosmo,cosmo,-2.31872,217,furfural,1,Class IIIA,60,N,C5H4O2,,,N,,,,,1459,N,11.5,453,N,,,0.0679379,217,,,HYBBIBNJHNGZAN-UHFFFAOYSA-N,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,Y,,-36.5,Y,96.084,Furfural,N,N,N,1,3,N,-2.31872,0.0679379,-1.77534,4.70834,1.08821,0.0679379,161.7,N,0,,,1.52,O=Cc1ccco1,N,,,,,,N,N,N,N,N,T2,N,217,1,1.3,1,1.629,0.41
N,N,N,N,N,N,,,,,,0.634,N,N,N,N,N,N,N,Y,,N,222.6,289-80-5,,Solvent Count,1,-4.46695,2.3979,-4.46695,2.3979,Hints and Tips,-4.46695,Hints and Tips,N,N,1,1,4,1,1.105,,,,,,N,N,cosmo,cosmo,-4.46695,185,pyridazine,1,Class IIIA,85,N,C4H4N2,,,N,,,,,,Y,,,N,,,2.3979,185,,,PBMFSQRYOILNGV-UHFFFAOYSA-N,InChI=1S/C4H4N2/c1-2-4-6-5-3-1/h1-4H,N,,-8,N,80.088,Pyridazine,N,N,Y,1,3,N,-4.46695,2.3979,-2.69637,3.9672,0.260451,2.3979,222.6,N,3,,,1.524,c1ccnnc1,N,,,,,,N,N,N,N,N,Not Assigned,N,185,,,,,
N,N,N,N,N,N,0,0.54,5.46,0.97,1.27,1.044,N,N,N,N,N,N,N,Y,480,N,237.7,91-22-5,,Solvent Count,1,0.997698,2.88115,0.997698,2.88115,Hints and Tips,0.997698,Hints and Tips,N,N,1,1,5,2,1.093,9,2.25,0.269,,,N,N,cosmo,cosmo,0.997698,102,Quinoline,1,Class IIIB,101,N,C9H7N,,32,N,9.5,3.7,3.4,,1368,Y,10.8,390,N,,,2.88115,102,,,SMWDFEZZVXVKRB-UHFFFAOYSA-N,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,N,,-14.9,N,129.159,Quinoline,N,N,Y,1,4,N,0.997698,2.88115,-1.02765,5.82588,-1.51367,2.88115,237.7,N,4,,,1.627,c1ccc2c(c1)nccc2,N,,0,0.62,0.92,,N,N,N,N,N,T1,N,102,1,0,1,3.87,2.03
N,N,N,N,N,N,0,0.58,3.42,0.75,0.6,0.816,N,N,N,N,N,N,N,Y,538,N,129.4,109-06-8,,Solvent Count,1,-0.565146,0.672246,-0.565146,0.672246,Hints and Tips,-0.565146,Hints and Tips,N,N,1,1,4,1,0.94,9.8,1.91,0.235,,,N,N,cosmo,cosmo,-0.565146,136,2-methylpyridine,2,Class II,39,N,C6H7N,,39,N,,,,,1794,Y,9.8,395,N,,,0.672246,136,,,BSKHPKMHTQYZBB-UHFFFAOYSA-N,"InChI=1S/C6H7N/c1-6-4-2-3-5-7-6/h2-5H,1H3",N,,-66.7,N,93.127,2-Methylpyridine [2-Picoline],N,N,Y,1,0,N,-0.565146,0.672246,-1.96621,1.22144,-1.17457,0.672246,129.4,N,0,,,1.501,Cc1ccccn1,N,,,,,,N,N,N,N,N,T1,N,136,1,8.6,0,0.806,1.11
N,N,N,N,N,N,0,0.65,2.84,1,0.61,0.634,N,N,N,N,N,N,N,Y,,N,123.5,289-95-2,,Solvent Count,1,-3.22157,0.787724,-3.22157,0.787724,Hints and Tips,-3.22157,Hints and Tips,N,N,1,1,4,1,1.079,,2.33,,,,N,N,cosmo,cosmo,-3.22157,184,pyrimidine,3,Class IC,34,N,C4H4N2,,,N,,,,,1856,Y,,499,N,,,0.787724,184,,,CZPWVGJYEJSRLH-UHFFFAOYSA-N,InChI=1S/C4H4N2/c1-2-5-4-6-3-1/h1-4H,N,,21,N,80.088,Pyrimidine,N,N,Y,1,3,N,-3.22157,0.787724,-2.91804,1.95569,0.0193262,0.787724,123.5,N,3,,,1.496,c1ccncn1,N,,0,0.48,,,N,N,N,N,N,Not Assigned,N,184,,,,,-0.4
N,N,N,N,N,N,0,0.62,3.76,0.7,0.61,0.957,N,N,N,N,N,N,N,Y,,N,144.1,108-48-5,,Solvent Count,1,0.628601,1.89399,0.628601,1.89399,Hints and Tips,0.628601,Hints and Tips,N,N,1,1,5,2,0.918,7.3,1.68,0.191,,,N,N,cosmo,cosmo,0.628601,137,"2,6-Dimethylpyridine",3,Class IC,33,N,C7H9N,,,N,,,,,1868,Y,9.4,319,N,,,1.89399,137,,,OISVCGZHLKNMSJ-UHFFFAOYSA-N,"InChI=1S/C7H9N/c1-6-4-3-5-7(2)8-6/h3-5H,1-2H3",N,,-6.2,N,107.153,"2,6-Dimethylpyridine [2,6-Lutidine]",N,N,Y,1,0,N,0.628601,1.89399,-1.38012,0.88065,-1.48847,1.89399,144.1,N,0,,,1.497,Cc1cccc(n1)C,N,,0,0.76,0.8,,N,N,N,N,N,Not Assigned,N,137,1,3.9,0,0.859,1.68
N,N,N,N,N,N,0,0.52,3.02,0.84,0.63,0.675,N,N,N,N,N,N,N,Y,482,N,115.3,110-86-1,2,Solvent Count,1,-2.33832,-0.618091,-2.33832,-0.618091,Hints and Tips,-2.33832,Hints and Tips,N,N,1,1,4,1,0.978,13.2,2.21,0.302,,,N,N,cosmo,cosmo,-2.33832,101,pyridine,3,Class IB,20,N,C5H5N,,34,N,9.3,2.9,4.3,3,1703,Y,10.6,472,N,2,200,-0.618091,101,3,2,JUJWROOIHBZHMG-UHFFFAOYSA-N,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,N,2,-41.6,N,79.1,Pyridine,N,N,Y,1,1,N,-2.33832,-0.618091,-3.00425,1.64005,-0.645808,-0.618091,115.3,N,0,,,1.509,C1CCCNC1,N,982.15,0,0.64,0.87,1,N,N,N,N,N,T1,N,101,1,15.4,0,0.959,0.65
N,N,N,N,N,N,0,0.12,4.5,0.82,1.19,0.975,N,N,N,N,N,N,N,Y,,N,188.3,591-50-4,,Solvent Count,1,3.78768,-2.05131,3.78768,-2.05131,Hints and Tips,3.78768,Hints and Tips,N,N,1,1,4,1,1.831,4.8,1.71,0.17,,,N,N,cosmo,cosmo,3.78768,73,iodobenzene,1,Class IIIA,66,N,C6H5I,,4,Y,,,,,425,N,10.1,93,N,,,-2.05131,73,,,SNHMUERNLJLMHN-UHFFFAOYSA-N,InChI=1S/C6H5I/c7-6-4-2-1-3-5-6/h1-5H,N,,-31.4,N,204.008,Iodobenzene,N,N,N,1,2,N,3.78768,-2.05131,-0.937117,5.83917,-0.898518,-2.05131,188.3,N,2,,,1.62,Ic1ccccc1,N,0.29,0,,0.81,,N,N,N,N,N,Not Assigned,N,73,1,0.7,1,1.688,3.25
N,N,N,N,N,N,0,0.09,4.04,0.73,0.88,0.891,N,N,N,N,N,N,N,Y,565,N,155.9,108-86-1,,Solvent Count,1,3.46371,-2.76354,3.46371,-2.76354,Hints and Tips,3.46371,Hints and Tips,N,N,1,1,4,1,1.488,5.6,1.74,0.182,,,N,N,cosmo,cosmo,3.46371,38,bromobenzene,2,Class II,51,N,C6H5Br,,3,Y,10,2,2.7,,656,N,9.9,214,N,,,-2.76354,38,,,QARVLSVVCXYDNA-UHFFFAOYSA-N,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,N,,-30.8,N,157.008,Bromobenzene,N,N,N,1,2,N,3.46371,-2.76354,-0.981335,4.37912,-0.458873,-2.76354,155.9,N,2,,,1.557,Brc1ccccc1,N,0.42,0,0.06,0.79,,N,N,N,N,N,T1,N,38,1,3.1,1,1.156,2.99
N,N,N,N,N,N,,,,,,0.999,N,N,N,N,N,N,N,Y,,N,104,434-64-0,,Solvent Count,1,6.29549,-2.97366,6.29549,-2.97366,Hints and Tips,6.29549,Hints and Tips,N,N,1,1,5,2,1.666,,,,,,N,N,cosmo,cosmo,6.29549,143,perfluorotoluene,3,Class IB,20,Y,C7F8,,,Y,,,,,,N,,,N,,,-2.97366,143,,,USPWUOFNOTUBAD-UHFFFAOYSA-N,"InChI=1S/C7F8/c8-2-1(7(13,14)15)3(9)5(11)6(12)4(2)10",N,,-66,N,236.062,"1,2,3,4,5-Pentafluoro-6-(trifluoromethyl)benzene [Perfluorotoluene]",N,N,N,1,6,N,6.29549,-2.97366,0.992833,-0.417502,1.16316,-2.97366,104,N,2,,,1.368,Fc1c(F)c(F)c(c(c1F)C(F)(F)F)F,N,,,,,,N,N,N,N,N,Not Assigned,N,143,,,,,
N,N,N,N,N,N,0,0.1,2.79,0.57,0.48,0.734,N,N,N,N,N,N,N,Y,,N,85.3,462-06-6,,Solvent Count,1,2.40627,-4.13794,2.40627,-4.13794,Hints and Tips,2.40627,Hints and Tips,N,N,1,1,4,1,1.023,5.6,1.61,0.194,,,N,N,cosmo,cosmo,2.40627,68,fluorobenzene,3,Class IB,-15,Y,C6H5F,,3,Y,,,,,1476,N,9.1,289,N,,,-4.13794,68,,,PYLWMHQQBFSUBP-UHFFFAOYSA-N,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,N,,-42.2,N,96.102,Fluorobenzene,N,N,N,1,2,N,2.40627,-4.13794,-1.66597,1.61796,-0.0898876,-4.13794,85.3,N,2,,,1.465,Fc1ccccc1,N,1.53,0,,0.62,,N,N,N,N,N,Not Assigned,N,68,2,58.7,0,0.608,2.27
N,N,N,N,N,N,,,,,,0.823,N,N,N,N,N,N,N,Y,,N,80.3,392-56-3,,Solvent Count,1,5.31479,-4.04518,5.31479,-4.04518,Hints and Tips,5.31479,Hints and Tips,N,N,1,1,4,1,1.607,2.1,0,0.108,,,N,N,cosmo,cosmo,5.31479,142,hexafluorobenzene,3,Class IB,10,Y,C6F6,,,Y,,,,,738,N,8.3,93,N,,,-4.04518,142,,,ZQBFAOFFOQMSGJ-UHFFFAOYSA-N,InChI=1S/C6F6/c7-1-2(8)4(10)6(12)5(11)3(1)9,N,,5.1,N,186.055,Perfluorobenzene,N,N,N,1,6,N,5.31479,-4.04518,0.133389,-0.909938,0.0518703,-4.04518,80.3,N,2,,,1.377,Fc1c(F)c(F)c(c(c1F)F)F,N,,,,,,N,N,N,N,N,Not Assigned,N,142,2,66,0,0.954,2.22
N,N,N,N,N,N,0,1,,0.48,0.23,0.91,N,N,N,N,N,N,N,Y,620,N,102.1,98-08-8,,Solvent Count,1,3.26364,-2.50062,3.26364,-2.50062,Hints and Tips,3.26364,Hints and Tips,N,N,1,1,5,2,1.18,,2.86,0.24,,,N,N,cosmo,cosmo,3.26364,36,Benzotrifluoride,3,Class IB,12,Y,C7H5F3,Static Risk,,Y,,,,3,1083,N,8.2,231,N,,,-2.50062,36,2,3,GETTZEONDQJALK-UHFFFAOYSA-N,"InChI=1S/C7H5F3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",N,,-29,N,146.11,Benzotrifluoride,N,N,N,1,2,N,3.26364,-2.50062,-0.738734,0.416847,1.12556,-2.50062,102.1,N,2,,,1.41,FC(c1ccccc1)(F)F,N,,,,,3,N,N,N,N,N,T1,N,36,2,30.1,0,0.581,3.01
N,N,N,N,N,N,0,0.32,4.24,0.7,0.68,1.057,N,N,N,N,N,N,N,Y,,N,169.8,103-73-1,,Solvent Count,1,4.30035,-0.519954,4.30035,-0.519954,Hints and Tips,4.30035,Hints and Tips,N,N,1,1,4,1,0.96,4.2,1.41,0.182,,,N,Y,cosmo,cosmo,4.30035,67,ethoxybenzene,2,Class II,52,N,C8H10O,,8,N,,,,,1918,N,9.5,284,N,,,-0.519954,67,,,DLRJIFUOBPOJNS-UHFFFAOYSA-N,"InChI=1S/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H3",N,,-29.5,N,122.164,Ethoxybenzene [phenetole],N,N,N,1,2,N,4.30035,-0.519954,-0.26524,2.68989,-0.925248,-0.519954,169.8,N,2,,,1.507,CCOc1ccccc1,N,0.57,0,0.2,0.69,,N,N,N,N,N,Not Assigned,N,67,1,1.1,1,1.288,2.51
N,N,N,N,N,N,0,0.29,3.89,0.75,0.71,0.916,N,N,N,N,N,N,N,Y,475,N,152,100-66-3,3,Solvent Count,1,3.0188,-1.34203,3.0188,-1.34203,Hints and Tips,3.0188,Hints and Tips,N,N,1,1,4,1,0.989,4.5,1.36,0.198,,,N,Y,cosmo,cosmo,3.0188,33,anisole,2,Class II,52,N,C7H8O,Static Risk,9,N,8.7,3.3,2,1,1780,N,9.7,379,N,3,5000,-1.34203,33,1,2,RDOXTESZEPMUJZ-UHFFFAOYSA-N,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",N,,-37.5,N,108.138,Anisole,N,N,N,1,2,N,3.0188,-1.34203,-0.886833,2.91594,-1.1059,-1.34203,152,N,2,,,1.517,COc1ccccc1,N,1.31,0,0.22,0.73,3,N,N,N,N,N,T1,N,33,1,2.9,1,1.076,2.11
N,N,N,N,N,N,0,0.2,6.29,1.08,1.22,1.383,N,N,N,N,N,N,N,Y,618,N,258.4,101-84-8,,Solvent Count,1,7.94995,2.60568,7.94995,2.60568,Hints and Tips,7.94995,Hints and Tips,N,N,1,1,4,1,1.075,3.7,1.17,0.142,,,N,Y,cosmo,cosmo,7.94995,64,diphenylether,1,Class IIIB,96,N,C12H10O,,,N,,,,1,1450,N,10.1,,N,,,2.60568,64,2,3,USIUVYZYUHIAEV-UHFFFAOYSA-N,InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H,N,1,26.9,N,170.207,Diphenyl Ether,N,N,N,1,8,N,7.94995,2.60568,2.347,6.40646,-0.595509,2.60568,258.4,N,4,,,1.581,c1ccc(cc1)Oc1ccccc1,N,0.02,0,0.13,0.66,1,N,N,N,N,N,T1,N,64,1,0,1,4.198,4.21
N,N,N,N,N,N,,,,,,0.969,N,N,N,N,N,N,N,Y,,N,103,22699-70-3,,Solvent Count,1,5.24751,-2.66385,5.24751,-2.66385,Hints and Tips,5.24751,Hints and Tips,N,N,1,1,5,2,1.226,,,,,,N,Y,cosmo,cosmo,5.24751,234,Trifluoromethylphenyl_ether,Not Assigned,Not Assigned,,Y,C7H5F3O,,,Y,,,,,,N,,,N,,,-2.66385,234,,,GQHWSLKNULCZGI-UHFFFAOYSA-N,"InChI=1S/C7H5F3O/c8-7(9,10)11-6-4-2-1-3-5-6/h1-5H",N,,,N,162.109,(Trifluoromethoxy)benzene [Trifluoromethylphenyl ether],N,N,N,1,6,N,5.24751,-2.66385,0.336053,0.731527,0.321168,-2.66385,103,N,2,,,1.406,FC(Oc1ccccc1)(F)F,N,,,,,,N,N,N,N,N,Not Assigned,N,234,,,,,
N,N,N,N,N,N,0,0.46,4.7,0.85,0.73,1.073,N,N,N,N,N,N,N,Y,518,N,199.1,93-58-3,,Solvent Count,1,2.96534,1.54701,2.96534,1.54701,Hints and Tips,2.96534,Hints and Tips,N,N,1,1,4,1,1.084,6.6,1.92,,,,Y,N,cosmo,cosmo,2.96534,219,methylbenzoate,1,Class IIIA,83,N,C8H8O2,,,N,,,,,1458,N,10.2,248,N,,,1.54701,219,,,QPJVMBTYPHYUOC-UHFFFAOYSA-N,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",N,,-12.4,N,136.148,Methyl benzoate,N,N,N,1,4,N,2.96534,1.54701,-0.093786,3.36085,0.582095,1.54701,199.1,N,4,,,1.517,COC(=O)c1ccccc1,N,,0,0.39,,,N,N,N,N,N,T1,N,219,1,0.2,1,1.971,2.2
N,N,N,N,N,N,,,,,,1.68,N,N,N,N,N,N,N,Y,480,N,323.5,120-51-4,,Solvent Count,1,7.9342,5.18385,7.9342,5.18385,Hints and Tips,7.9342,Hints and Tips,N,N,2,2,5,2,1.11,,0,,,,Y,N,cosmo,cosmo,7.9342,192,Benzyl_benzoate,1,Class IIIB,148,N,C14H12O2,,,N,,,,,1552,N,10,,N,,,5.18385,192,,,SESFRYSPDFLNCH-UHFFFAOYSA-N,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",N,,19.4,N,212.244,Benzyl Benzoate,N,N,N,1,8,N,7.9342,5.18385,3.82671,5.52021,1.3553,5.18385,323.5,N,4,,,1.57,O=C(c1ccccc1)OCc1ccccc1,N,,,,,,N,N,N,N,N,T1,N,192,1,0,2,10.172,3.97
N,N,N,N,N,N,0,0.07,3.66,0.65,0.72,0.839,N,N,N,N,N,N,N,Y,638,N,131.7,108-90-7,2,Solvent Count,1,3.29928,-3.34009,3.29928,-3.34009,Hints and Tips,3.29928,Hints and Tips,N,Y,1,1,4,1,1.106,5.7,1.72,0.188,,,N,N,cosmo,cosmo,3.29928,44,chlorobenzene,3,Class IC,32,N,C6H5Cl,,3.3,Y,9.3,1,2.1,3,1203,N,9.7,193,N,2,360,-3.34009,44,2,3,MVPPADPHJFYWMZ-UHFFFAOYSA-N,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,N,,-45.6,N,112.557,Chlorobenzene,N,N,N,1,2,N,3.29928,-3.34009,-1.28965,3.35378,-0.371296,-3.34009,131.7,N,2,,,1.525,Clc1ccccc1,N,0.4,0,0.07,0.71,1,N,N,N,N,N,T1,N,44,1,9.1,0,0.805,2.84
N,N,N,N,N,N,0,0.14,2.79,0.52,0.61,0.716,N,N,N,N,N,N,N,Y,562,Y,80.1,71-43-2,1,Solvent Count,1,3.24748,-4.79837,3.24748,-4.79837,Hints and Tips,3.24748,Hints and Tips,N,N,1,1,4,1,0.879,2.3,0,0.111,,Just carry on looking,N,N,cosmo,cosmo,3.24748,34,benzene,3,Class IB,-11,N,C6H6,,0.1,N,9,1,0,,1963,N,9.2,453,N,1,2,-4.79837,34,,,UHOVQNZJYSORNB-UHFFFAOYSA-N,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,N,,5.5,N,78.112,Benzene,N,N,N,1,2,N,3.24748,-4.79837,-1.63234,1.17202,-1.55152,-4.79837,80.1,N,2,,,1.501,c1ccccc1,N,2.16,0,0.1,0.59,,N,N,N,N,N,T1,N,34,2,75.1,0,0.656,2.13
N,N,N,N,N,N,0,0.04,4.52,0.78,0.87,0.961,N,N,N,N,N,N,N,Y,648,Y,180.5,95-50-1,,Solvent Count,1,3.6549,-2.17616,3.6549,-2.17616,Hints and Tips,3.6549,Hints and Tips,N,Y,1,1,4,1,1.3,10.4,2.53,0.225,,,N,N,cosmo,cosmo,3.6549,6,"1,2-dichlorobenzene",1,Class IIIA,66,N,C6H4Cl2,,3,Y,9.4,1.6,3.1,,888,N,10,209,N,,,-2.17616,6,,,RFFLAFLAYFXFSW-UHFFFAOYSA-N,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,N,,-17,N,147.002,"1,2-Dichlorobenzene",N,N,N,1,2,N,3.6549,-2.17616,-0.77478,4.76397,0.167424,-2.17616,180.5,N,2,,,1.552,Clc1ccccc1Cl,N,0.14,0,,0.8,,N,N,N,N,N,T1,N,6,1,1.2,1,1.429,3.38
N,N,N,N,N,N,0,0.02,4.41,0.73,0.85,0.961,N,N,N,N,N,N,N,Y,647,Y,171.2,541-73-1,,Solvent Count,1,4.74542,-1.67792,4.74542,-1.67792,Hints and Tips,4.74542,Hints and Tips,N,Y,1,1,4,1,1.283,5.2,1.68,0.185,,,N,N,cosmo,cosmo,4.74542,146,"1,3-dichlorobenzene",1,Class IIIA,72,N,C6H4Cl2,,2,Y,,,,,897,N,9.8,212,N,,,-1.67792,146,,,ZPQOPVIELGIULI-UHFFFAOYSA-N,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,N,,-24.8,N,147.002,"1,3-Dichlorobenzene",N,N,N,1,6,N,4.74542,-1.67792,0.091056,4.43084,-0.0737213,-1.67792,171.2,N,2,,,1.546,Clc1cccc(c1)Cl,N,,0,,0.67,,N,N,N,N,N,T1,N,146,1,1.7,1,1.129,3.48
N,N,N,N,N,N,0.26,0.41,3.93,0.96,0.96,0.816,N,N,N,N,N,N,Y,Y,617,N,184.4,62-53-3,,Solvent Count,1,-1.5456,-1.12968,-1.5456,-1.12968,Hints and Tips,-1.5456,Hints and Tips,N,N,1,1,4,1,1.022,7.2,1.51,0.42,,,N,N,cosmo,cosmo,-1.5456,32,aniline,1,Class IIIA,70,N,C6H7N,,35,N,9.5,5,2.5,,2011,N,11.8,239,N,,,-1.12968,32,,,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",N,,-6,N,93.127,Aniline,N,N,Y,1,0,N,-1.5456,-1.12968,1.48888,5.54665,-2.26104,-1.12968,184.4,N,0,,,1.586,Nc1ccccc1,N,39.73,,,,,N,N,N,N,N,T1,N,32,1,0.5,1,4.377,0.9
N,N,N,N,N,N,,,,,,0.957,N,N,N,N,N,N,Y,Y,500,N,195.9,100-61-8,,Solvent Count,1,1.63624,-0.955885,1.63624,-0.955885,Hints and Tips,1.63624,Hints and Tips,N,N,1,1,4,1,0.982,5.9,1.73,0.36,,,N,N,cosmo,cosmo,1.63624,212,n-methylaniline,1,Class IIIA,78,N,C7H9N,,33,N,,,,,1946,N,10.6,382,N,,,-0.955885,212,,,AFBPFSWMIHJQDM-UHFFFAOYSA-N,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",N,,-57,N,107.153,N-Methylaniline,N,N,Y,1,0,N,1.63624,-0.955885,0.70064,5.37834,-2.34949,-0.955885,195.9,N,0,,,1.571,CNc1ccccc1,N,,,,,,N,N,N,N,N,T1,N,212,1,0.3,1,2.217,1.66
N,N,N,N,N,N,,,,,,1.098,N,N,N,N,N,N,Y,Y,479,N,204.9,103-69-5,,Solvent Count,1,3.12205,-0.191582,3.12205,-0.191582,Hints and Tips,3.12205,Hints and Tips,N,N,3,3,4,1,0.96,,1.7,,,,N,N,cosmo,cosmo,3.12205,213,n-ethylaniline,1,Class IIIA,85,N,C8H11N,,33,N,,,,,1938,N,10.5,456,N,,,-0.191582,213,,,OJGMBLNIHDZDGS-UHFFFAOYSA-N,"InChI=1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",N,,-63.5,N,121.18,N-Ethylaniline,N,N,Y,1,6,N,3.12205,-0.191582,0.973793,4.94788,-2.22555,-0.191582,204.9,N,2,,,1.56,CCNc1ccccc1,N,,,,,,N,N,N,N,N,T1,N,213,1,0.1,1,2.191,2.16
N,N,N,N,N,N,0,0.41,,0.84,0.96,1.098,N,N,N,N,N,N,Y,Y,371,N,193,121-69-7,,Solvent Count,1,3.73842,-0.300555,3.73842,-0.300555,Hints and Tips,3.73842,Hints and Tips,N,N,1,1,4,1,0.952,4.9,1.61,0.179,,,N,N,cosmo,cosmo,3.73842,117,"n,n-dimethylaniline",1,Class IIIA,63,N,C8H11N,,27,N,,,,,1808,N,9.8,380,N,,,-0.300555,117,,,JLTDJTHDQAWBAV-UHFFFAOYSA-N,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",N,,2,N,121.18,"N,N-Dimethylaniline",N,N,Y,1,2,N,3.73842,-0.300555,-0.976462,4.21466,-2.21541,-0.300555,193,N,2,,,1.559,CN(c1ccccc1)C,N,,0,,0.9,,N,N,N,N,N,T2,N,117,1,0.5,1,1.394,2.31
N,N,N,N,N,N,,,,,,0.762,N,N,N,N,N,Y,N,N,334,N,139,108-24-7,,Solvent Count,1,-1.54504,-0.744288,-1.54504,-0.744288,Hints and Tips,-1.54504,Hints and Tips,N,N,2,2,4,1,1.082,20.7,2.82,0.41,,,N,N,cosmo,cosmo,-1.54504,28,aceticanhydride,2,Class II,54,N,C4H6O3,,10.5,N,7.8,5,5.7,,1769,N,10.7,314,N,,,-0.744288,28,,,WFDIJRYMOXRFFG-UHFFFAOYSA-N,InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3,N,,-73.1,Y,102.089,Acetic Anhydride,N,N,N,1,0,N,-1.54504,-0.744288,-1.6852,0.566744,2.8611,-0.744288,139,N,0,,Reactive to nucleophiles. Rapid hydrolysis in water.,1.39,CC(=O)OC(=O)C,N,119.94,0,,0.76,,N,N,N,N,N,T2,N,28,1,3.6,0,0.898,
